"indicador","indicador_nombre","freq","unidad","unit_mult","topic","source","last_update","time_period","value","obs_status","obs_note","cober_geo","date"
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1993/01",55.4347362001522,"3","","0",1993-01-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1993/02",56.4569707543221,"3","","0",1993-02-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1993/03",58.900549489378,"3","","0",1993-03-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1993/04",57.1358437612133,"3","","0",1993-04-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1993/05",57.8918526898321,"3","","0",1993-05-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1993/06",57.4754658907809,"3","","0",1993-06-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1993/07",57.9023803336213,"3","","0",1993-07-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1993/08",57.1239335420648,"3","","0",1993-08-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1993/09",58.4820487879079,"3","","0",1993-09-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1993/10",57.579434399868,"3","","0",1993-10-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1993/11",57.757267971079,"3","","0",1993-11-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1993/12",60.3213903563459,"3","","0",1993-12-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1994/01",57.7326028925915,"3","","0",1994-01-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1994/02",57.4130744864598,"3","","0",1994-02-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1994/03",59.7419275417141,"3","","0",1994-03-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1994/04",60.6136313164856,"3","","0",1994-04-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1994/05",60.6877625528845,"3","","0",1994-05-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1994/06",60.4693554162659,"3","","0",1994-06-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1994/07",58.9649225822429,"3","","0",1994-07-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1994/08",60.0712631863942,"3","","0",1994-08-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1994/09",61.5686184474747,"3","","0",1994-09-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1994/10",60.756613039,"3","","0",1994-10-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1994/11",61.7135579244372,"3","","0",1994-11-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1994/12",62.3378962497214,"3","","0",1994-12-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1995/01",60.2814533982223,"3","","0",1995-01-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1995/02",55.6909480697171,"3","","0",1995-02-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1995/03",57.8161462235675,"3","","0",1995-03-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1995/04",53.9418024389057,"3","","0",1995-04-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1995/05",55.4976333833283,"3","","0",1995-05-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1995/06",55.5774207240593,"3","","0",1995-06-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1995/07",54.6589012401241,"3","","0",1995-07-01
"737121",,"8","1051","","603589","3251","22/10/2025 12:00:00 a. m.","1995/08",55.8278916436921,"3","","0",1995-08-01
