"indicador","indicador_nombre","freq","unidad","unit_mult","topic","source","last_update","time_period","value","obs_status","obs_note","cober_geo","date"
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1994/01",4.14517475855338,"3","","0",1994-01-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1994/02",1.69350873658863,"3","","0",1994-02-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1994/03",1.4284723311246,"3","","0",1994-03-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1994/04",6.08687528936638,"3","","0",1994-04-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1994/05",4.829539448378,"3","","0",1994-05-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1994/06",5.20898696354072,"3","","0",1994-06-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1994/07",1.83505797602686,"3","","0",1994-07-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1994/08",5.15953552491113,"3","","0",1994-08-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1994/09",5.27780699127116,"3","","0",1994-09-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1994/10",5.51790525948492,"3","","0",1994-10-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1994/11",6.8498564636736,"3","","0",1994-11-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1994/12",3.34293669536308,"3","","0",1994-12-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1995/01",4.41492393885785,"3","","0",1995-01-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1995/02",-2.99953700815809,"3","","0",1995-02-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1995/03",-3.22350047510935,"3","","0",1995-03-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1995/04",-11.0071426718256,"3","","0",1995-04-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1995/05",-8.55218408329591,"3","","0",1995-05-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1995/06",-8.08994019951254,"3","","0",1995-06-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1995/07",-7.3026829402053,"3","","0",1995-07-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1995/08",-7.06389597557727,"3","","0",1995-08-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1995/09",-7.52842813438392,"3","","0",1995-09-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1995/10",-8.66944337487921,"3","","0",1995-10-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1995/11",-6.69580618600354,"3","","0",1995-11-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1995/12",-3.58589312801554,"3","","0",1995-12-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1996/01",-1.92429337351443,"3","","0",1996-01-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1996/02",4.15093922285826,"3","","0",1996-02-01
"737145",,"8","302","","603617","3251","22/10/2025 12:00:00 a. m.","1996/03",2.78092958884044,"3","","0",1996-03-01
